dam_name,county,state,latitude,longitude
Young Lake Dam,Monroe,IN,39.132221,-86.49333299999999
Zehner Mill Pond Dam,Marshall,IN,41.305,-86.406666
Cedar Lake (Old Olathe Lake),Johnson,KS,38.846427,-94.84945
Dam No 1,Wyandotte,KS,39.066384,-94.84083100000001
Dd No 4-14A,Hodgeman,KS,38.04853485,-100.02999657
Dd No A-1,Gray,KS,37.81004602,-100.37614930000001
Dd No B-1,Gray,KS,37.81277723,-100.36104749
Dd No D-1,Gray,KS,37.80926587,-100.33743255
Dd No E-1,Gray,KS,37.80881233,-100.32581331
Dd No M-9,Franklin,KS,38.554793,-95.352214
Frd No 5,Chautauqua,KS,37.15183869,-96.42261693
Frd No 5,Shawnee,KS,38.94454266,-95.75192453
Gs Dd No D-34,Jackson,KS,39.40540902,-95.63496127
Highland Lake Dam,Lincoln,KS,38.92982,-98.387149
International Speedway,Wyandotte,KS,39.108414,-94.81756
Jaycee Dam,Butler,KS,37.74525552,-96.95739634
Lake Dabinawa,Jefferson,KS,39.13099977,-95.24021311
Lake Estates West,Linn,KS,38.284603000000004,-94.82701899999999
Legacy Lakes,Shawnee,KS,38.99157979,-95.7865775
Lugar Dam,Wyandotte,KS,39.126233,-94.907312
Rimrock Dam,Geary,KS,39.021738,-96.850267
Rogers Dam,Riley,KS,39.22452595,-96.60434979
Santa Fe Lake Dam,Butler,KS,37.704077000000005,-97.047196
South Branch Dam,Shawnee,KS,38.997780999999996,-95.7122
Upper Dam,Butler,KS,37.75617187,-97.05516317
Wallace Dam,Wyandotte,KS,39.090303999999996,-94.82687
Willow Lake,Johnson,KS,38.87050996,-94.61624958
Beech Creek Dam,Clay,KY,37.167724,-83.70852
Blancett Dam,Breckinridge,KY,37.783361,-86.449349
Bloomfield City Park Dam,Nelson,KY,37.9136111111111,-85.3227777777778
Boltz Lake Dam,Grant,KY,38.706769,-84.619626
Brereton Jones Dam,Gallatin,KY,38.76699,-84.7965
Buck Creek Frs No 4,Lincoln,KY,37.3827777777778,-84.55722222222221
Bullitt Co Sportsmens Club Dam,Bullitt,KY,37.941148,-85.657438
Bullock Pen Lake Dam,Grant,KY,38.7883333333333,-84.6558333333333
Caney Creek Frs 6,Grayson,KY,37.44129,-86.49809
Cedar Creek Dam,Lincoln,KY,37.496071,-84.55109
Chamberlain Branch Frs 1,Estill,KY,37.691801,-83.954427
Claryville Lake Dam,Campbell,KY,38.9125,-84.3991666666667
Covered Bridge Farm Lake Dam,Oldham,KY,38.365,-85.5902777777778
Cranks Creek Lake Dam,Harlan,KY,36.7385,-83.23808000000001
Curtis Begley Lake,Owsley,KY,37.4827777777778,-83.7558333333333
David Tarter,Adair,KY,37.183174,-85.048694
Duncan Nave Dam,Jessamine,KY,37.886576,-84.567047
East Fork Clarks River Frs No 32,Marshall,KY,36.919294,-88.35595500000001
East Fork Clarks River Frs No 33,Marshall,KY,36.961715999999996,-88.40042
Echo Dam,Powell,KY,37.8280555555556,-83.8736111111111
Elkhorn Lake Dam,Letcher,KY,37.168366,-82.634689
Elmer Wilmot Farm Dam,Garrard,KY,37.524479,-84.381483
Fordsville Lake Dam,Ohio,KY,37.63865,-86.71088
Fox Creek Frs 3,Fleming,KY,38.341963,-83.552173
Fox Creek Frs 6A,Fleming,KY,38.317788,-83.539647
Gilbert Dam,Bullitt,KY,38.085167,-85.706041
Guist Creek Lake Dam,Shelby,KY,38.20722222222221,-85.1583333333333
Harmony Lake Dam,Oldham,KY,38.4075,-85.58944444444441
Hollybush Dam,Perry,KY,37.38405,-83.270911
Homestead Lake Dam,Hopkins,KY,37.1763,-87.55145999999999
Kentucky River Dam No 10,Madison,KY,37.89504,-84.262
Lake Carnico Dam,Nicholas,KY,38.34579,-84.0439
Lake Nevin Dam,Bullitt,KY,37.919445,-85.67219200000001
Lexington Reservoir No 3,Fayette,KY,38.0005555555556,-84.4727777777778
Lexington Reservoir No 4,Fayette,KY,37.9772222222222,-84.44944444444441
Liberty Reservoir Dam,Casey,KY,37.323195,-84.895901
Loch Mary Reservoir Dam,Hopkins,KY,37.27383,-87.51890999999999
Lower Alexandria Dam,Campbell,KY,38.9677777777778,-84.3716666666667
Lower Eagle Creek Golf Course Dam,Oldham,KY,38.3805555555556,-85.3666666666667
Luzerne Lake Dam,Muhlenberg,KY,37.213135,-87.195987
Maple Leaf Dam,Ohio,KY,37.5633333333333,-86.9763888888889
Marion County Sportsmans Dam,Marion,KY,37.5130555555556,-85.2480555555556
Marsillett Dam,Floyd,KY,37.696706,-82.894254
Mckee Scout Camp Lake Dam,Montgomery,KY,37.9375,-83.93222222222221
Mclean County Fish & Game Club Lake,Mclean,KY,37.609801000000004,-87.252585
Melvin Stinson Lake,Todd,KY,36.83972222222221,-87.15194444444441
Mill Creek Mps No 4,Monroe,KY,36.682956,-85.701311
Mitchell Hill Lake Dam,Jefferson,KY,38.080713,-85.763954
Morganfield City Lake Dam,Union,KY,37.6822222222222,-87.8883333333333
Norton Commons Dam,Jefferson,KY,38.32145,-85.5695
Nortonville Lake Dam,Hopkins,KY,37.181,-87.46381
Otter Lake Dam,Hopkins,KY,37.406562,-87.518005
Otter Lake Dam No 2,Hopkins,KY,37.397069,-87.52731
Quinn Dam,Hancock,KY,37.78068,-86.7078
Ralph Waldrop Lake (East),Graves,KY,36.704862,-88.58921099999999
Ralph Waldrop Lake Dam (West),Graves,KY,36.72782,-88.67156
Red Lick Creek Frs 12,Madison,KY,37.580020000000005,-84.21091
Red Lick Creek Mps 1,Madison,KY,37.546079999999996,-84.18325
Renfro Dam,Rockcastle,KY,37.384392999999996,-84.335188
Rice Lake Dam,Lincoln,KY,37.4869444444444,-84.6775
Salt Lick Creek Frs 1,Menifee,KY,37.992315999999995,-83.668228
Salt Lick Creek Frs No 5,Bath,KY,38.0247222222222,-83.6213888888889
Salt Lick Creek Mps No 3,Bath,KY,38.058307,-83.599052
Scenic Lake Dam,Henderson,KY,37.878101,-87.562286
Shadow Lake Dam,Campbell,KY,38.999646999999996,-84.432437
Spring Lake Dam,Hopkins,KY,37.324722222222206,-87.51388888888891
Tank Pond Dam,Boyle,KY,37.585493,-84.907854
Taylor Fork Lake Dam,Madison,KY,37.70367,-84.35703000000001
Walker Construction Dam,Menifee,KY,37.9378811,-83.654546
Wallitsch Dam,Spencer,KY,38.050277777777794,-85.44527777777779
West Fork Clarks River Frs No 22,Graves,KY,36.923605,-88.612765
West Fork Mayfield Creek Frs 12,Graves,KY,36.795976,-88.803786
West Fork Mayfield Creek Frs 16,Carlisle,KY,36.808055555555605,-88.8372222222222
Wiley Miller Dam,Perry,KY,37.355615,-83.29100799999999
Willisburg Lake Dam,Washington,KY,37.8269444444444,-85.16305555555559
Winona Reservoir Dam,Powell,KY,37.761944444444396,-83.8002777777778
Wood Creek Lake Dam,Laurel,KY,37.214283,-84.198335
Zachariah Lake Dam,Lee,KY,37.689203000000006,-83.709897
Bayou Bodcau,Bossier,LA,32.7019444444445,-93.51100000000001
Iatt Lake Dam,Grant,LA,31.552,-92.65799999999999
Longville Lake,Beauregard,LA,30.607,-93.2466666666667
Wallace Lake Dam,Caddo And Desoto,LA,32.319,-93.67
Christina,Aroostook,ME,46.69,-67.891666667
Emery Mills,York,ME,43.49354,-70.84728100000001
Howard Pond,Oxford,ME,44.506305,-70.714993
Lower West Bay Pond,Hancock,ME,44.488347,-68.046214
Mcdonough Brook,Oxford,ME,44.167955,-70.999115
Lake Bronson,Kittson,MN,48.723009999999995,-96.63414
Lanesboro,Fillmore,MN,43.71687,-91.97895
Pelican Rapids,Otter Tail,MN,46.56986,-96.08225
Abiaca Watershed Structure Y-34-03 Dam,Carroll,MS,33.3835904218,-90.08843437739999
Abiaca Watershed Structure Y-34-04 Dam,Carroll,MS,33.38359296,-90.07547006760001
Abiaca Watershed Structure Y-34-05 Dam,Carroll,MS,33.3859486564,-90.0462619349
Abiaca Watershed Structure Y-34-06 Dam,Carroll,MS,33.381621708400004,-90.02688759680001
Abiaca Watershed Structure Y-34-07 Dam,Carroll,MS,33.3583320962,-89.9976145108
Abiaca Watershed Structure Y-34-09 Dam,Carroll,MS,33.3141195232,-89.9498414717
Abiaca Watershed Structure Y-34-10 Dam,Carroll,MS,33.3545485295,-90.05956876649999
Abiaca Watershed Structure Y-34-13 Dam,Carroll,MS,33.4932196994,-90.0665399577
Abiaca Watershed Structure Y-34-25 Dam,Carroll,MS,33.3648196466,-90.0025707761
Abiaca Watershed Structure Y-34-29 Dam,Carroll,MS,33.3286832076,-90.00168885149999
Abotlapoota Creek Ws Str Y-34-11 Dam,Carroll,MS,33.4482257014,-90.06263825629999
Abotlapoota Ws Str Y-34-15 Dam,Carroll,MS,33.4458929717,-90.0652394966
Anchor Lake Dam,Pearl River,MS,30.6282540227,-89.5990067873
Arrington Lake Dam,Madison,MS,32.5182723179,-90.1150237315
Ascalmore Structure Y-17A-01 Dam,Tallahatchie,MS,33.917742675599996,-89.99674172479999
Ascalmore Structure Y-17A-02 Dam,Tallahatchie,MS,33.909401046599996,-90.0447739734
Bahala Creek Ws Str 2 Dam,Lincoln,MS,31.6544837473,-90.3740381595
Beaver Lake Dam,Lamar,MS,31.1381342669,-89.3505510909
Bentonia Watershed Structure 7 Dam,Yazoo,MS,32.6281910621,-90.3995115466
Big Creek Watershed Structure 9 Dam,Jones,MS,31.733431974600002,-89.3276888066
Big Jones Lake Dam,Lafayette,MS,34.309540000000005,-89.53035
Big Lake Dam,Calhoun,MS,33.7778876275,-89.29654453709999
Big Sand Watershed Structure Y-32-02 Dam,Carroll,MS,33.5315404575,-89.88729732280001
Big Sand Watershed Structure Y-32-09A Dam,Carroll,MS,33.4821310091,-89.84216375
Big Sand Watershed Structure Y-32-09B Dam,Carroll,MS,33.4848177538,-89.8570754542
Big Sand Watershed Structure Y-32-10 Dam,Carroll,MS,33.5438266706,-89.8306795731
Big Sand Watershed Structure Y-32-11 Dam,Carroll,MS,33.5505522384,-89.8534214181
Big Sand Watershed Structure Y-32-17 Dam,Carroll,MS,33.5866677194,-90.0248043038
Black Creek Cooling Water Dam,Jackson,MS,30.5403675283,-88.5147803842
Bounds Lake Dam,Lauderdale,MS,32.3935751657,-88.7394631541
Brinkley Lake Dam,Tishomingo,MS,34.8266998286,-88.16487811969999
Brown Lake Dam,Lafayette,MS,34.29846,-89.52252
Buntyn Creek Ws Str Y-16A-2 Dam,Tallahatchie,MS,34.1092659317,-90.0687304754
Burnt Corn Ws Str 5 Dam,Madison,MS,32.5541986659,-90.1888703517
Busick Lake Dam,Rankin,MS,32.2462085796,-89.9735044023
C W Downer Pond Dam,Lauderdale,MS,32.4400318008,-88.68747604100001
Camelot Lake Dam,Warren,MS,32.237779511,-90.8336867665
Chiwapa Ws Str 29 Dam,Pontotoc,MS,34.2418360075,-88.8303141267
Chunky River Ws Number 8 Dam,Newton,MS,32.5424363199,-89.04288542309999
Chunky River Ws Str 47 Dam,Newton,MS,32.5008670002,-89.14266041270001
Chuquatonchee Ws Str 07 Dam,Chickasaw,MS,33.9895728716,-88.9269432061
Collin Lake Dam,Hinds,MS,32.2209861639,-90.32693661219999
Cooks Lake Dam,Hinds,MS,32.3137903047,-90.2642006751
Cypress Creek Ws Str Y-19A-08 Dam,Yalobusha,MS,34.0325498339,-89.7664672634
Dennery Pond Dam,Hinds,MS,32.3917962444,-90.2689859599
Dry Creek Watershed Structure 3 Dam,Covington,MS,31.7481546419,-89.730466839
East And West Goose Str R-9-1 Dam,Lafayette,MS,34.3542949288,-89.5537945101
East And West Goose Str R-9-2 Dam,Lafayette,MS,34.3514400819,-89.5566649301
Eden Creek Ws Str Y-37D-10 Dam,Yazoo,MS,32.9663471895,-90.32870646059999
Faulkner Lake Dam,Lauderdale,MS,32.3384701301,-88.67381652620001
Flood Water Retarding Structure Site 35,Holmes,MS,33.1201587402,-89.98098656270001
Flowers Lake Dam,Jones,MS,31.5655555555556,-89.2975
Go Go Road Lake Dam,Pearl River,MS,30.75944,-89.3658333333333
Grays  Creek Ws Str G-6-2 Dam,Benton,MS,34.940247765100004,-89.31184923459999
Greasy Creek Ws Str Lt-1A-11 Dam,Lafayette,MS,34.513044233,-89.70365132149999
Hell Creek Ws Str Lt-9B-2 Dam,Union,MS,34.5887181812,-89.0780867504
Holiday Creek Ws Str 3 Dam,Marion,MS,31.389672735500003,-89.8623038936
Holliday Creek Ws Str 4 Dam,Marion,MS,31.3871299937,-89.81046677180001
Hotophia Creek Ws Str Y-10A-52 Dam,Panola,MS,34.302657278699996,-89.7883453723
Hoy Lake Dam,Hinds,MS,32.392650523600004,-90.1071706858
Indian Creek Ws Str Y-9A-07 Dam,Panola,MS,34.5031659974,-90.17874281510001
Indian Creek Ws Str Y-9A-08 Dam,Panola,MS,34.5088022446,-90.1726545619
Indian Creek Ws Str Y-9A-14 Dam,Panola,MS,34.4582377353,-90.14389337940001
J B Lyon Pond Dam,Desoto,MS,34.9803151721,-89.82723191870001
Lake Druid Dam,Lauderdale,MS,32.3887802794,-88.73568399969999
Lake Hazle Dam,Copiah,MS,31.8677730097,-90.404066593
Lake Hilda,Warren,MS,32.243814558400004,-90.91548796100001
Lake Linda,Warren,MS,32.2396147105,-90.9139117889
Lake Piomingo Dam,Lee,MS,34.322240439699996,-88.6329390175
Lakemont Lake Dam,Lauderdale,MS,32.347120024,-88.69117234139999
Lakewood Lake Dam,Lauderdale,MS,32.3877838803,-88.7403529901
Leroy George Lake Dam,Warren,MS,32.248146391,-90.8619945216
Loflin Lake Dam,Rankin,MS,32.0943815319,-90.130607058
Madison 16Th Section Lake Dam,Madison,MS,32.44732,-90.19993000000001
Magnolia Lake Estates Dam,Lauderdale,MS,32.4742674742,-88.8734514811
Maywood Subdivision -  Shahkoka Dam,Desoto,MS,34.9683333333333,-89.8502777777778
Maywood Subdivision - Woodland Lake Dam,Desoto,MS,34.9691192454,-89.8426722934
Mcgee Lake Dam,Hinds,MS,32.2677519231,-90.4406507708
Megan Drive Lake Dam,Desoto,MS,34.9258333333333,-89.92944444444441
Mimosa Lake Dam,Hinds,MS,32.2524985115,-90.3394265309
Mirror Lake Dam,Lauderdale,MS,32.3434239903,-88.68680614739999
Ms05625 Lake Dam,Lauderdale,MS,32.36643,-88.76656
Ms05765 Lake Dam,Lauderdale,MS,32.43871,-88.68982
Ms05766 Lake Dam,Lauderdale,MS,32.41473,-88.60842
Ms05901 Lake Dam,Lauderdale,MS,32.49935,-88.50197
Muddy Creek Watershed Structure 24A Dam,Tippah,MS,34.8188888888889,-88.91305555555559
Muddy Creek Ws Str 2 Dam,Tippah,MS,34.8115482401,-88.9546765949
Murray Creek Ws Str Y-13A-1 Dam,Lafayette,MS,34.2594444738,-89.4814024727
Murray Creek Ws Str Y-13A-5 Dam,Lafayette,MS,34.2575,-89.4908333333333
Oaklimeter Creek Watershed Structure Lt-8-17 Dam,Benton,MS,34.6382951507,-89.2307224916
Okonatie Ws Str Ut-25-1 Dam,Union,MS,34.3977965399,-88.89773154209999
Otoucalofa Creek Y-15-1 Dam,Calhoun,MS,34.1306330516,-89.38683299629999
Pelucia Watershed Structure Y-33A-14 Dam,Carroll,MS,33.4901540451,-90.0186415517
Persimmon Creek Structure Y-21-09 Dam,Calhoun,MS,34.016400701799995,-89.33805549889999
Piney Woods Lake Dam,Rankin,MS,32.0670928104,-89.9986014766
Potacocawa Watershed Structure Y-31A-04 Dam,Carroll,MS,33.6443097919,-89.9655315511
Potacocawa Watershed Structure Y-31A-06 Dam,Carroll,MS,33.6335526385,-89.9434590476
Potacocawa Watershed Structure Y-31A-12 Dam,Carroll,MS,33.6157348678,-89.86343213190001
Prairie Waters Number 2 Dam,Lowndes,MS,33.470026022199995,-88.5437738251
R N Van Vulpen Pond Dam,Desoto,MS,34.9392956704,-90.0574222707
Rainbow Lakes # 1 Dam,Lauderdale,MS,32.4115600747,-88.5914793886
Rainbow Lakes # 4 Dam,Lauderdale,MS,32.4172709452,-88.5932088178
Rainbow Lakes # 5 Dam,Lauderdale,MS,32.4181367947,-88.5911136242
Reagan Lake Dam,Lafayette,MS,34.27925,-89.37108
Regency Estates Lake Dam,Hinds,MS,32.14014,-90.37719
Richland Creek Ws Str 2A Dam,Rankin,MS,32.2583690175,-89.93789818299999
Richland Creek Ws Str 3 Dam,Rankin,MS,32.2479048397,-89.93803973850001
Robin Hood Lake Number 4 Dam,Rankin,MS,32.2012358896,-89.9617520143
Second Creek Ws Str No. 10B Dam,Adams,MS,31.412723700700003,-91.3352554903
Shook Lake Dam,Lee,MS,34.10393,-88.6163888888889
Simpson Lake Dam,Tate,MS,34.664272240900004,-89.83888460879999
South Lake Dam,Lowndes,MS,33.5438429769,-88.41240218850001
Southfork Lake Dam,Tate,MS,34.5819938236,-89.96366324510001
Southlakes Pond Dam,Grenada,MS,33.71315,-89.79251
Sowashee Creek Ws Str 11 Dam,Lauderdale,MS,32.4157681932,-88.63497868430001
Sportsman Lake Dam,Perry,MS,31.333749267600002,-89.0542406516
Spring Lake Dam,Hinds,MS,32.3622187347,-90.32714885719999
Tidwell Dam,Warren,MS,32.243333333333304,-90.84277777777781
Tippah River Ws Str Lt-7-05 Dam,Benton,MS,34.779376743,-89.1747022366
Tippah River Ws Str Lt-7-07 Dam,Benton,MS,34.708611111111104,-89.0941666666667
Town Creek Ws Str 16 Dam,Lee,MS,34.4653159658,-88.75767537610001
Town Creek Ws Str 19 Dam,Union,MS,34.4559753201,-88.8362583752
Trace State Park Dam,Pontotoc,MS,34.2423593152,-88.8958189651
Tuscumbia Ws Str 39 Dam,Prentiss,MS,34.7459813463,-88.5924396272
Tuscumbia Ws Str Number 34 Dam,Prentiss,MS,34.6949040127,-88.50049924059999
Tuscumbia Ws Str Number 36 Dam,Prentiss,MS,34.6945401131,-88.5916357575
Tuscumbia Ws Str Number 8 Dam,Alcorn,MS,34.8628966163,-88.48601035709999
Upper Tippah Watershed Structure Lt-6-17 Dam,Tippah,MS,34.786137162399996,-89.04651799530001
Upper Yocona Watershed Structure Y-14-01 Dam,Lafayette,MS,34.341556766,-89.2910430026
W J Morris Pond Dam,Lamar,MS,31.3214188552,-89.3905920508
Wanita Mann Pond Dam,Desoto,MS,34.948494205,-90.09017486350001
West Lake Dam,Lamar,MS,31.308721138699998,-89.36649534799999
Basin Creek Dam #2,Silver Bow,MT,45.8393,-112.5261
Blixit Creek,Missoula,MT,46.8568619990586,-113.638414905574
Eureka Reservoir Dam,Teton,MT,47.8784,-112.3178
Fred Burr Reservoir Dam,Ravalli,MT,46.3576,-114.3164
Jordan Dam,Park,MT,46.0988094345788,-110.642727002015
Kootenai Dvlpmnt Impoundment Dam,Lincoln,MT,48.4423597826716,-115.42585320959999
Lakeside,Yellowstone,MT,45.748632,-108.733899
Lower Willow Creek Dam,Granite,MT,46.5592,-113.314
Powell,Powell,MT,46.3544,-112.8494
Willow Creek Dam,Madison,MT,45.7138,-111.6997
Wilson (Judith Basin),Judith Basin,MT,47.155151000000004,-110.359342
Al Beshears Dam,Wilkes,NC,36.25472,-81.34389
Albemarle Dam,Cleveland,NC,35.2119,-81.3555
Alberty Dam,Surry,NC,36.321670000000005,-80.71833000000001
Ammons Lake Dam Upper,Wake,NC,35.8817,-78.6701
Arboretum Townhouse Dam,Forsyth,NC,36.1264,-80.0577
Arran Lakes Dam,Cumberland,NC,35.029,-78.98100000000001
Ashe Lake Dam,Ashe,NC,36.344,-81.444
Atkins Dam,Harnett,NC,35.544914,-78.816877
Beaty Dam,Mecklenburg,NC,35.5081,-80.8456
Beauchamp Lake Dam,Forsyth,NC,36.098,-80.374
Bennetts Bridge Upper North,Duplin,NC,35.0772,-77.9072
Bennetts Bridge Upper South,Duplin,NC,35.0764,-77.9085
Blanchard Dam #4,Harnett,NC,35.32262,-79.04241999999999
Blanchard Lake Dam #1,Harnett,NC,35.325,-79.06028
Blanchard Lake Dam #2,Harnett,NC,35.32333,-79.06028
Blanchard Lake Dam #3,Harnett,NC,35.32306,-79.05889
Blowing Rock Cntry Club Dam,Watauga,NC,36.12611,-81.66667
Blue Dam,Surry,NC,36.417,-80.65899999999999
Boy Scouts Of America Dam Upper,Moore,NC,35.33636,-79.55949
Brookberry Farm Lake Dam West,Forsyth,NC,36.109,-80.373
Brown Lake Dam,Johnston,NC,35.594,-78.237
Browns Lake Dam,Macon,NC,35.02738,-83.3064
Cambro Lake Dam,Harnett,NC,35.294000000000004,-78.904
Camp Pond Dam,Wake,NC,35.83167,-78.72421999999999
Capps Pond Dam,Buncombe,NC,35.44682,-82.50149
Carolina Country Club Dam,Wake,NC,35.8225,-78.65361999999999
Carpenter Dam,Surry,NC,36.479440000000004,-80.69917
Cedar Lodge Dam Lower,Davidson,NC,35.841409999999996,-80.08434
Charles Harris Dam,Ashe,NC,36.3882,-81.2471
Chicken Springs Dam,Rowan,NC,35.6885,-80.4464
Clouse Lake Dam,Yancey,NC,35.92432,-82.24899
Creeson Lake Dam,Forsyth,NC,36.16158,-80.25143
Crimmins Dam,Swain,NC,35.430209999999995,-83.54767
Devonwood Lower Dam,Cumberland,NC,35.075,-78.995
Ed Wilkins Dam,Rockingham,NC,36.32611,-79.69389
Edens Lake,Cumberland,NC,35.076,-78.984
Fakhoury Dam,Madison,NC,35.80368,-82.54774
Fishers Lake Dam,Haywood,NC,35.5106,-82.8167
Flint Ridge Dam,Orange,NC,36.054,-79.105
Forest Lake Dam,Alamance,NC,36.108000000000004,-79.281
Frischholz Dam,Swain,NC,35.41055,-83.53017
Gables Drive Dam,Cumberland,NC,35.1101,-78.8896
Gambill Lake Dam Middle,Forsyth,NC,36.156,-80.366
Gambill Pond Dam Lower,Forsyth,NC,36.153059999999996,-80.36471999999999
Gates Pond,Johnston,NC,35.4538,-78.4023
Glossons Lake Dam #2,Davidson,NC,35.78748,-80.3208
Green Hill Lake Dam,Surry,NC,36.552,-80.632
Haddon Hall Upper Dam,Wake,NC,35.7385,-78.8574
Hamilton Lake Dam,Harnett,NC,35.5489,-78.8151
Hanging Rock State Park Dam,Stokes,NC,36.391999999999996,-80.26899999999999
Hannas Lake Dam,Harnett,NC,35.316,-78.5978
Henry River Dam,Burke,NC,35.69393,-81.42684
Hideaway Bay Dam,Mecklenburg,NC,35.2185,-80.7425
Hillcrest Towne Center Pond B Dam,Forsyth,NC,36.0553,-80.324
Hillcrest Towne Center Pond E Dam,Forsyth,NC,36.0557,-80.3274
Hoffner Lake Dam,Davie,NC,35.817,-80.509
Holden Dam,Caldwell,NC,35.9195,-81.6462
Horseshoe Pond Dam,Lincoln,NC,35.512890000000006,-81.23066
J.J. Pointer Dam,Caswell,NC,36.494,-79.175
James Wright Pond Dam,Johnston,NC,35.54278,-78.56667
Janita Lake Dam Upper,Forsyth,NC,36.035,-80.28971999999999
Jerry Clinard Lake Dam,Davidson,NC,35.9002,-80.1342
Johns Lake Dam,Scotland,NC,34.687,-79.433
Johnson Pond Dam,Wake,NC,35.814,-78.28399999999999
Jones Dam,Caswell,NC,36.45833,-79.28971999999999
Jones Pond Dam,Wake,NC,35.57111,-78.79666999999999
Joyner Lake Dam,Forsyth,NC,36.125,-80.11083
Kaymoore Dam,Forsyth,NC,36.0126,-80.2776
Kernersville Water Supply Dam,Forsyth,NC,36.15448,-80.10058000000001
Lake Charles Dam,Buncombe,NC,35.47834,-82.25362
Lake Charles Dam,Cumberland,NC,34.965,-78.97800000000001
Lake Evens Dam,Buncombe,NC,35.5367,-82.3297
Lake Falmouth Dam,Forsyth,NC,36.07034,-80.43361999999999
Lake Glenwood Dam,Pitt,NC,35.576,-77.314
Lake Hyco Dam,Person,NC,36.5082,-79.0421
Lakeview Acres Dam,Stokes,NC,36.26389,-80.32
Lasater Mill Pond Dam,Forsyth,NC,36.025999999999996,-80.42
Lewis Lake Dam,Cumberland,NC,35.21889,-78.89056
Little Yadkin River W/S Dam #25,Stokes,NC,36.341390000000004,-80.34194000000001
Loch Lommond,Cumberland,NC,35.07,-78.998
Longleaf Golf Course Dam,Moore,NC,35.211,-79.4186
Lott Dam,Swain,NC,35.30584,-83.60356
Lunsford Dam,Caswell,NC,36.343059999999994,-79.50972
Lupo Lake Dam,Hoke,NC,34.9925,-79.1403
Mallard Lake Dam Lower,Forsyth,NC,36.18439,-80.32682
Mallard Lake Dam Upper,Forsyth,NC,36.188,-80.322
Mallard Lake Dam Upper West,Forsyth,NC,36.1879,-80.32554
Maple Lane Fish Pond Dam,Burke,NC,35.72394,-81.4627
Marshall Pond #2,Wake,NC,35.94,-78.5072
Mcgee Dam,Union,NC,35.0177,-80.7532
Mcneil Lake Dam,Moore,NC,35.222570000000005,-79.27673
Melva Brook Pond Lower Dam,Sampson,NC,34.9574,-78.26904
Meredith College Dam,Wake,NC,35.7971,-78.6851
Miller Dam,Wilkes,NC,36.183609999999994,-80.90889
Mirror Lake Dam,Cumberland,NC,35.05444,-78.92222
Moonshine Mountain Rd Dam,Yancey,NC,35.95261,-82.28394
Moore'S Dam,Buncombe,NC,35.54047,-82.41252
Moss Lake Dam,Cleveland,NC,35.275999999999996,-81.457
Mt.Vernon Estates,Cumberland,NC,34.853,-78.876
Myrick Lake Dam,Wake,NC,35.783,-78.485
Nc Hwy 11/903 Dam,Duplin,NC,35.006,-77.9107
New Hope Fishing Lake East,Iredell,NC,35.97722,-80.94221999999999
New Hope Fishing Lake West,Iredell,NC,35.97722,-80.94360999999999
Old Mill Lake Dam,Caldwell,NC,35.80055,-81.41104
Old Stony Creek Dam,Alamance,NC,36.1281,-79.4061
Owens Dam,Guilford,NC,35.983000000000004,-79.961
Paradise Point Dam,Gaston,NC,35.185,-81.05
Pied Piper Dam Lower,Cherokee,NC,35.028890000000004,-84.19806
Pied Piper Dam Upper,Cherokee,NC,35.03001,-84.19614
Pine Creek Dam,Jackson,NC,35.1903,-83.1464
Pine Knoll Dam,Wake,NC,35.8269,-78.59
Pinehurst National-Dam #1,Moore,NC,35.18861,-79.44360999999999
Porter Dam,Buncombe,NC,35.74667,-82.62873
Price Dam,Guilford,NC,36.1145,-79.8623
Price Pond Dam,Hoke,NC,35.1029,-79.3783
Pritchard Dam,Cumberland,NC,35.085,-78.94
Rayconda Upper Dam,Cumberland,NC,35.0267,-79.0222
Rhodes Lake Dam,Cumberland,NC,35.2258,-78.6528
River Road Dam,Montgomery,NC,35.3607,-80.0404
Roddy Dam,Buncombe,NC,35.6984,-82.5901
Roth Dam,Guilford,NC,35.976,-79.843
Sapona Country Club Dam,Davidson,NC,35.8118,-80.3135
Sapphire Valley Golf Course Dam,Jackson,NC,35.11696,-83.03196
Schmehl Dam,Swain,NC,35.43935,-83.36773000000001
Schmidt Pond Dam,Buncombe,NC,35.45986,-82.57884
Scott-Harris Dam,Surry,NC,36.33778,-80.65639
Scull Lake Dam,Hoke,NC,35.03667,-79.14361
Senecal Dam,Cherokee,NC,35.08765,-84.25823000000001
Shealy Lake Dam Upper,Henderson,NC,35.29981,-82.49424
Shelton Lake Dam,Forsyth,NC,36.135999999999996,-80.381
Sherman Lakes Lower,Harnett,NC,35.546811,-78.816919
Sherman Lakes Upper,Harnett,NC,35.547294,-78.819061
Simpson Lake Dam,Moore,NC,35.191,-79.143
Skomp Dam,Cherokee,NC,35.013020000000004,-84.08935
Somerton Lake Dam,Alamance,NC,36.08194,-79.50972
Stafford Pond Dam,Sampson,NC,34.7731,-78.3293
Straus Pond Dam,Buncombe,NC,35.56306,-82.36
Strickland Bridge Dam,Cumberland,NC,35.0087,-79.0214
Summertime Dam,Cumberland,NC,35.06667,-78.93666999999999
Sunnyside Lake Dam,Rutherford,NC,35.313,-81.927
Tallywood Dam,Cumberland,NC,35.051,-78.931
The Lakes Dam,Cumberland,NC,35.074,-78.98
Tredmont Lake Dam,Alamance,NC,35.86139,-79.39972
